,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
1011,8OfgCuVdirA,Tennis Sport #tennis #sports #frenchopen2023,44,nan,0,0.239
1012,nt3VWMxcFyA,How to Fix the Shaky Camera Issue,33,16 > A ® Q,10,-0.1205
1013,hCYOaPzNJqo,"June 8, 2022",12,tkok Fans tney have.,20,0.0
1014,SKU-IOCZuho,Heat waves #shortsfeed #viral #houston #shorts #heat #heatwaves,63,outside 99F 60 Distanceto stance to 7 30 Total Aver lulas aver 393 7 Hold toRE otal OK,86,0.082
1015,4M8k_1AwIak,#houston #heat #heatwaves #shorts,33,inaee blee en alai2 ae d a ng toflize,37,0.1205
1016,Zf9R3I1GYh8,Step by step tutorial to setup T-Mobile APN settings in Unlocked Samsung S10e phone,83,nan,0,0.0
1017,mWuhPsif2T0,Quick Fix to 4G data issue Samsung S10 for MetroPCS,51,nan,0,0.0
1018,qk6cbgtVV38,Beach peace. #viral #shortsfeed #shorts #houston #beach #beachlife #peaceful #peace,83,nan,0,0.0
1019,pa6DuUpyTKg,Night projector,15,小,1,0.0
1020,BDwdpTNi8Ro,TOY CAR AND DOLL VS FAST SHREDDER #SHORTS,41,OLI,3,0.0
1021,2cQk70eTBfk,THE FAST SHREDDER MACHINE SHREDDING HANAMI SNACK THAI FOOD | THE BEST COMPILATION VIDEOS | ASMR,95,nan,0,0.122
1022,fOChH6or780,"Shredding Sponge, Foam Plate, Baby Toy, Doll, Football, Box, Incense, Papaya, Coke Battle, Can",94,1us. PediaSure,14,0.171
1023,C_5BUzbxivY,TOP 5 THE BEST VIDEOS COMPILATION PAOM MANGO VS FAST SHREDDER MACHINE | THE SOUND IS SATISFYING!,96,nan,0,0.218
1024,HI5IsG2OoEo,Papaya tree shredding #asmr,27,nan,0,0.0
1025,HPYKDCiRGwc,Total Quartz Energy 7000 10W-40 vs Fast Shredder Machine,56,2UNIT QUARTZ TOTAL 10W-40 QUARTZ 10W-40,39,-0.087
1026,x6GWVp3PiJU,KEYBOARD WAR WITH FAST SHREDDER MACHINE #SHORTS,47,nan,0,-0.197
1027,jZwBWqtpEJw,Reversing plastic shredding #asmr,33,nan,0,0.0
1028,mx9r-WPtfFo,THE BEST FOOD FOR SHREDDER MACHINE SHREDDING GRAPEFRUIT [LOOK LIKE DELICIOUS!],78,nan,0,0.22450000000000003
1029,6HkcZjGrcV4,Plastic cup shredding #asmr #shorts,35,nan,0,0.0
1030,MCDxrpTk5Qo,New shredding ASMR #asmr #shorts,32,nan,0,0.3875
1031,u30N1NsQyGQ,White Noodles vs Fast Shredder Machine,38,WHITENOODLES,12,0.0
1032,DYqxmvSU4-4,The best reversing #asmr,24,The best reversing,18,0.3385
1033,EdUv9FlNnN4,The best shredding potatoes #asmr,33,nan,0,0.0
1034,JwQl_gMxY-o,Plastic pipe shredding #asmr,28,nan,0,0.0
1035,aX_dflkfC6s,SHREDDING COSMIC BOTTLE OIL #SHORTS,35,COSM,4,0.0
1036,C1PMVJku_VA,Reverse Animals Toy Kid Shredding | AMAZING!!!,46,REVERSE ANIMALSTOY,18,0.0
1037,LJV6zT21Fos,Reversing makeup shredding #asmr,32,Reversing makeups shredding,27,0.0
1038,yd_9Aj10EgY,Fast shredder shredding boxes and sugarcane tree,48,nan,0,0.3305
1039,GrdLmHsrpb8,ASMR Satisfying #asmr,21,Nice Shredding,14,0.241
1040,gS1RBHdYw80,Best Tig welders 2022 | Best ac/dc Tig welder for the money - Best Tig welder for aluminum,90,BEST TIG WELDERS ESAB,21,0.5375
1041,xGIP-0ExBUA,5 Best Tactical Pens with flashlight for Self Defense,53,nan,0,0.08100000000000002
1042,G5-0KAp06ic,Best EVAP Smoke Machine for cars | Automotive smoke machine for cars - Car smoke leak detector,94,EVAP SMOKE MACHINE,18,0.22
1043,yzt-RUoKoR0,Best GPS Navigation - What's the BEST GPS Navigation?,53,BEST NAVIGATION GPS,19,0.6675
1044,oIaT0yMTbbQ,Best Light Therapy Lamps - How Light Therapy Lamps Can Improve Your Mood & Sleep,80,BEST LIGHT THERAPY LAMPS,24,0.4875
1045,kk7G0dY_zRw,Best Motorcycle Helmet Cameras - Best Motorcycle Helmet Camera Money Can Buy,76,BEST MOTORCYCLE HELMET DscOn CAMERAS,36,0.32800000000000007
1046,qUn9uhd1vJA,Best Carp Fishing Rods and Reels for the money,46,TOP carp FISHING 5 and RODS REELS,33,0.364
1047,AIuMe--nMrI,Best Golf Swing Trainers - Discover the Secret to the Perfect Golf Swing!,73,llawa BEST ? GOLFSWING TRAINERS,31,0.5395
1048,nGyRwJgWFPI,Best Booty Bands - Booty Band Secrets: Get the Most Out of Your Workouts!,73,BEST BOOTYBANDS,15,0.54
1049,IvOiqZfXBlM,Best Pier Fishing Rods on Amazon | Top 5 Pier Fishing Rods for the money,72,TOP 5 PIER FISHING RODS,23,0.41600000000000004
1050,WEDPvVaHFY8,Best Shoulder Braces - The Secret to Perfect Posture Revealed...with Shoulder Braces??,86,BEST SHOULDER BRACES,20,0.5840000000000001
1051,sZSyNaNKp3o,Top 5 Best Earplugs for Motorcycle Riding,41,TOP downbe eats 5 EARPLUGS FOR MOTORCYCLE,41,0.374
1052,2LaqcJf-TH0,Best Weighted Blankets for Kids -  Secret to a Calm and Happy Child? A Weighted Blanket!,88,电 BEST WEIGHTED BLANKETS FORKIDS,32,0.52
1053,TYriSKPiJJw,BEST SUNGLASSES  in 2023 | Top 5 Best Sunglasses For Men and women (2023),73,BEST SUNGLASSES 2023,20,0.356
1054,RZCrSoduCxE,BEST PANCAKE GRIDDLES REVIEWS 2022,34,TOP 5 PANCAKE GRIDDLES 2022,27,0.367
1055,aGrFimftaRY,Best GPS Watches for backpacking,32,W TOP GPS WATCHES 5 自87% SUUNTD,31,0.394
1056,_sdDoIBCkY8,Best Kayak Fishing Rods buying guide | Top 5 Kayak Fishing Rods on the market,77,TOP 5 AYAN FSHIN RODS,21,0.4495
1057,TiaqA8pP4kg,Best Trout Rod on amazon | Top 5 Trout Rod for the money,56,toe 5 sos sve TROUT ROD,23,0.3085
1058,gV9PXRVXJak,Best Tick Repellents - Keep Ticks Away: The *Surprising* Secret to Repel Them!,78,RAENGER RAEAGE BEST ICENT ZEAO TICK PICARIDIN KRMETHIN FCENT ZIIN Doz.(230 BoL.C2350 REPELLENTS,95,0.3705
1059,-a8SYQbMF2k,Best Power Tool Sets on Amazon | Top 5 Power Tool Sets for the money,68,TOP BTER 5 POWER TOOLSETS,25,0.405
1060,o9VR-VzwCtw,OKAYY 😤😶‍🌫️ #pc #pcsetup #pcbuild #pcmr #gaming #pcgaming #gamer,64,Alright,7,0.5
1061,BygQhPAlGUI,"Don’t cheap out on your power supplies, folks! #pc #pcsetup #pcbuild #pcmr #shorts #viral",89,whenyou $20 install a alexpress supply plowel inasoooon pc,58,0.0
1062,6eov4cFW2sc,Fitment Test: Passed ✅ #pc #pchardware #pcsetup #gaming #pcgaming #pcbuild #rtx4000,83,Micro-ATX a 4090 t LS fine looks,32,0.236
1063,8Qrng_MWG-c,Google Chrome: Where tab hoarding is just another form of extreme multitasking 🤪 #pc #pcsetup,93,Sati Satisfactory,17,0.357
1064,E8lmHXnZr4g,Custom Gaming & Editing PC Build | AMD RYZEN 5950X | ASUS ROG STRIX RTX 3090 | THERMALTAKE P5 V2,96,THERMALTAKE ane ce HUR 5 BUILD,30,0.0
1065,TuTpouH8hlM,… But ARI! What are the specs?? #PC #PCSetup #PreBuiltPC #MSI #PCGaming #PCGamer #MicroCenter,93,GETIT? WELL,11,0.3385
1066,JYd0rsDM130,A new lifestyle 😏 #pc #pchardware #pcsetup #gaming #pcgaming #pcbuild #setupgaming,82,eulun ufet,10,0.0
1067,rA_Fn944uNI,Try to contain yourself 😍 #pc #pcsetup #pcbuild #pcgaming #gaming #pcmr #pchardware @amd,88,nan,0,0.0
1068,1igjB82Ezmc,LIAN LI 011 Dynamic EVO - Bending Over Backwards For You,56,nan,0,0.0
1069,j2LwSS70wyw,Don’t forget to plan for your draining loop! #pc #pcsetup #pcbuild #pcmr #pcgaming #WaterCooling,96,nan,0,-0.086
1070,4mfiw62AzT0,INSANE Dual RTX 2080 Ti i9-10900K Custom Water Cooled Gaming PC Build,69,nan,0,-0.09
1071,0eKHw0iBnnQ,Which one to pick? 🫤 #pc #pcbuild #pcsetup #gaming #gamer #pcmr #pcgaming,73,Lgu-COOE l doost smcan woseies ele roun  niov off te hopes save,63,0.2
1072,7loE5hj0P5w,May the wallpapers be with you 💥 #Wallpaper #WallpaperEngine #Viral #GamingSetup,80,nan,0,-0.1135
1073,-BBcc3MaB5E,A PSU that delivers top-shelf performance! #pc #pcbuild #pcsetup #ces2023 @coolermasteronline,93,CES2023,7,0.0
1074,tnduuyGzXQ0,How to install an Intel CPU #HowTo #PCBuild #Intel #CPU,55,nan,0,0.0
1075,c65rERieTyA,The eternal struggle #pcsetup #pc #pcbuild #pcgaming #pcmr #pchardware,70,thd First pc builder POV: time athere,37,0.0
1076,cUUel5_vqEs,The most EPIC PC build montage ever! #pcsetup #pc #pcbuild #pcgaming #gaming #pcmr @Phanteks,92,nan,0,0.256
1077,Oj1qualw1_Y,More FPS #PCGaming #Gamer #FPS,30,nan,0,0.0
1078,ZIJ5uf_NqOo,NVIDIA RTX Video Super Resolution is now available #pc #pcbuild #pcsetup #gaming #pcmr #Nvidia,94,nvidia RTY vidoo super Resoiution Bvalaoe now MiN the release o sensy nvidia has unabled support for ts uper resolutor tecn lor vioeos olution nj Solutior Ownel oaner gpus d can 0 GPUs can nd oal now en nen the rex vlaeo quality age this is supof technology n that wa rtx Video e Super re ge,291,0.20350000000000001
1079,GPYHAoqQWn4,Thermaltake Custom Builds #pc #pcbuild #pcsetup #gaming #gamer #ces2023,71,CES2023,7,0.0
1080,FENs3B7sxno,Top ten open problems in Number Theory,38,Infamous problem 12 8 10 5 stan ulam 6 Lothas collatz,53,-0.11900000000000002
1081,t0-TQL_g7WM,Thanksgiving turkey dancing to barbie girl song,47,27,2,0.0
1082,PgRLWJBNa94,Exam fight song: we are heroes tonight (2019),45,From proble m one,17,0.029500000000000012
1083,EtgXo5cxR-Y,10 Theorems in Graph Theory,27,eteins srate 2 hopf paintare,28,0.0
1084,jdBoIg3PuRM,On Quantum Calculus,19,fields Finite smallest translatior p p arithmetic physic adic physics ps Spin foam evolving spin networks Loop gravity quantum gravity quantization Quivers directed multigraphs substitution rudee evolution grammar emerging snaco Boolean Heyting ss lopos change ot logic Sets Presheaves a generalized theory set Nonstandard ZFC ZFC+ IST ss classica math _anguage extension steroids on,383,0.0
1085,_UhrSY-tnQ0,Fast Multiplication,19,"Trachtenl berd Gifted"" the movie From 2017",42,0.1875
1086,Xj3eU5oElnA,10 Golden Rules of Course Assisting #shorts,43,Reach out Class tc the Raror Chaee 1972,39,0.267
1087,Llffu2d1lQU,Matrix Exponentiation #shorts,29,"E y l One zero, negative eigenvalue one unstable (-not asymptotically stable)",77,-0.235
1088,W0Oqh2P_qxU,Multivariable Calculus Unit 15: double integrals,48,lantt ls Doub nsicals ora es s Order ot meen rchinl Problen o lus atr shude Lue nari na ssns uu aur shd anh alecad mus da elom l cp,131,0.0
1089,HWiBnRrpCtI,Top Ten Intermediate Algebra Topics,35,nan,0,0.0
1090,G55J-psK8K0,Watching a cardinal grow up,27,l back the went 10 nest May 9 2021 d,36,-0.0635
1091,NYBb8wIfXDs,Morse versus Lusternik-Schnirelmann,35,more VERSUuS lufirnkn cnirln,28,0.0
1092,WB0MpOdePUg,"Math 1a, Unit 30, Calculus and Statistics",41,DATA FROM 10000 data with points arcsin distribution added i of 10 stens are,76,0.0
1093,2PIEyQQqMPg,Charles River Run 30 minutes,28,nan,0,-0.1155
1094,vnG6MZ0t9oY,Top ten rules for course assisting,34,amics ?,7,0.0
1095,b6vzsk3J89s,A topological Topos,19,topological LODOS,17,0.0
1096,hbaC8V-dPw4,Rheinfall upclose,17,nan,0,0.0
1097,10dmVxRfBC0,Math E 320 Spring 2021 Five Theorems about Triangles,52,nan,0,0.0
1098,4rtavlmJGd4,Travel Vlog Arrival in Tel Aviv 6/14/2022,41,nan,0,0.0
1099,un7Dmd9OdwM,Go Pro 8 backyard test,22,nan,0,0.0
1100,SM7T5g2U_jM,"DC Generator, Battery Bank Charger.",35,nan,0,0.0
1101,7FAwlDi6eys,Will my patients pay off?,25,nan,0,-0.1295
1102,6dle8Fmcf44,God Bless America!,18,nan,0,0.4195
1103,wkZacPCAkEg,Time for a New Engine!,22,nan,0,0.0
1104,Vpnwp82ADbE,"July 2, 2022",12,nan,0,0.0
1105,widsBRA3ywY,Solar Power Rocks!,18,Varning COM 1. Ener 10.3bx wh 54 68.70kWh 5479.85kWh T50,56,0.0
1106,ocyMx96_8wY,4 Year Update on 800 Watt Chinese Turbine,41,1.63A 2 24.29v se voltage current 525.3 1085 sresew KWE s power energy,70,0.087
1107,lMn9OO71yac,Budget Cross-Cart Build?..... Part 1,36,nan,0,0.0
1108,yuZZL9zSsN4,Efficient Appliances for Off Grid Living,40,nan,0,0.1795
1109,2pIVUmMNHjM,Power is Down Everywhere but Her🤣,33,nan,0,0.0
1110,U2AhF1wRDUY,I Built a PMA for.....,22,nan,0,0.0
1111,XJ8jTf6A6iI,Wind Power in Low Wind Zones 2,30,Zones 2 ing Power Wind Low in Update,36,-0.27749999999999997
1112,rjqpQKePxAM,Gearing up to load 6.5 Grendel...,33,nan,0,0.0
1113,a38IdpGLGl4,HAPPY MEMORIAL WEEKEND!,23,nan,0,0.333
1114,EbHaedAxi5k,Restoration of Old Batteries has Begun!,39,nan,0,0.0
1115,Z5HGxlrTsQk,Backyard Chickens with a solar heated floor,43,ackyard chickens neafed loor dolar,34,0.0
1116,ie7majx_hxo,Getting the Homestead ready for Summer.,39,nan,0,0.1665
1117,sHu8KfsY7jE,How Big is Our Fire Pit?...ALL OF IT!,37,nan,0,-0.139
1118,QPP0SaLNzF4,A Tour Of The Homestead and Independance Day Prep.,50,nan,0,0.0
1119,hbWDpcZz9tM,Garden is Planted!,18,nan,0,0.0
1120,OeNwFQ-3v0M,⭕ Top 5 Best Magnetic Gun Mount for Car 2023 [Review and Guide],63,5 BEST MAGNETIC GUN MOUNT,25,0.21449999999999997
1121,FQorqoLhqq0,⭕ Top 5 Best Compound Bow under $500 in 2021 [Review and Guide],63,5 BEST COMPOUND BOW $500 UNDER,30,0.47600000000000003
1122,xRibA72QdkY,⭕ Top 5 Best Manual Pool Vacuum 2023 [Review and Guide],55,5 BEST MANUAL POOLVACUUM,24,0.5695
1123,3UBxDqNq3pg,⭕ Top 5 Best Automotive Multimeter 2021 [Review and Guide],58,5 BEST AUTOMOTIVE MULTIMETER,28,0.526
1124,hOGasBldTYQ,⭕ Top 5 Best Garden Tractor for Hills 2023 [Review and Guide],61,BEST HILLS TRACTOR,18,0.553
1125,gping-mC8EU,⭕ Top 5 Best Kayak Trolling Motor in 2022 [Review and Guide],60,5 BEST KAYAK TROLLING MOTOR,27,0.5225
1126,NklNbsajcJQ,⭕ Top 5 Best Pool Robot Cleaner 2022 [Review and Guide],55,5 BEST POOL ROBOT CLEANER,25,0.6045
1127,paXRcdcXjIY,⭕ Top 5 Best Chlorine for Pool 2022 [Review and Guide],54,5 BEST POOL CHLORINE,20,0.5695
1128,fKTwKxr3q6A,⭕ Top 5 Best Tablet for Zoom 2022 [Review and Guide],52,5 BEST ZOOM CALLING TABLET,26,0.5415
1129,7tYJ2adafKc,⭕ Top 5 Best RV Washer Dryer 2023 [Review and Guide],52,nan,0,0.2145
1130,ehprVfxImD8,⭕ Top 5 Best Hunting Crossbow 2021 [Review and Guide],53,5 BEST HUNTING CROSSBOW,23,0.5885
1131,aKStWQBYaFs,⭕ Top 5 Best Ice Fishing Fish Finder 2022 [Review and Guide],60,5 BEST ICE FISHING FISH FINDER,30,0.47050000000000003
1132,G_1ut_Fie-4,⭕ Top 5 Best Compound Bow for Hunting 2021 [Review and Guide],61,5 BEST HUNTING COMPOUND BOW,27,0.471
1133,mF4ICRlfcjk,⭕ Top 5 Best MIG Welder for Beginners 2021 [Review and Guide],61,5 BEST BEGINNERS MIGWELDER,26,0.553
1134,0TSMMKXSdcs,⭕ Top 5 Best Electric Cargo Bike 2023 [Review and Guide],56,nan,0,0.231
1135,XZbGkQ-UFYI,⭕ Top 5 Best Accent Chairs 2023 [Review and Guide],50,nan,0,0.231
1136,JqaHfWpf0Lw,⭕ Top 5 Best Hybrid Hatchback 2023 [Review and Guide],53,nan,0,0.231
1137,GF-IEzwcH-8,⭕ Top 5 Best Handheld Car Vacuum 2021 [Review and Guide],56,5 BEST HANDHELD CARVACUUM,25,0.5695
1138,cigMkmsNAo8,⭕ Top 5 Best Office Chair Cushion 2023 [Review and Guide],57,Relief Back Pain Ultimate ffor louuor Seat Hins s lointe Comfort,64,0.30300000000000005
1139,YBfTdI5qffE,⭕ Top 5 Best Cloth Steamer 2023 [Review and Guide],50,nan,0,0.231
1140,x3cDF7Ru-jQ,Kayak Intex Challenger K1 (wind power experiment),49,INTPY,5,0.1
1141,qephc1Th3_w,Spin - makes POWER #shorts #kickstarter #crowdfunding #windturbine #greenenergy #crowdfunding,93,nan,0,0.0
1142,qFNmqehYtt4,Rogue Spin Kick POWER Generation #shorts #kickstarter #crowdfunding #indiegogo,78,nan,0,0.0
1143,XMbrHh7z8sU,Offgrid Travel Wind Turbine Generator by Pacific Sky Power #shorts #greenenergy #camping #generator,99,nan,0,0.0
1144,bsI1srmYYQc,CHARGER WIND TURBINE GENERATOR II | Fueling Ongoing Clean Sustainable Energy Innovation Success,95,Easy Installation diy Projects Battery charging 6 volt 12 24,60,0.133
1145,uLYefSYAMvc,Rogue POWER For ALL! (adventures in tropical paradise) #shorts #freeenergy #kickstarter,87,nan,0,0.1155
1146,3BoZQaxh5uE,Travel Wind Turbine Generator ( Portable Power Station USB device charger ) #shorts #adventure #camp,100,off-Grio Portable Power,23,-0.2185
1147,dt-5lL5XyOM,Adventure with the Travel Wind Turbine Generator #shorts #freeenergy #windturbine,81,nan,0,0.2405
1148,0IdxdvmtoYI,Phone Charging with the Travel Wind Turbine Generator #shorts #freeenergy,73,nan,0,0.0
1149,0YAXPYkCdMQ,Van Life Portable Power Station Wind Turbine Generators #shorts #charger,72,nan,0,0.0
1150,yziaq6Oi-WQ,MASSIVE Foil FAIL ! (unfortunate WIPEOUT attempting to fly!) #shorts #kitesurfing #sports,89,WaitForIt!,10,0.0
1151,_t48SHtHW1g,Building Wind Turbines at Home help the world with clean energy,63,nan,0,0.065
1152,uDZjqb6bxjg,KITE Loop Kayaking (stunt kite flying from 2 person boat) #shorts #kitesurfing #freeenergy,90,Kite Looping,12,0.0
1153,BxUKvMyu2oI,DIY Wind Turbine Tree Mount | Bushcraft Survival | Off Grid Camping Generator | USB Phone Charger,97,Clip On Tree Install,20,0.2705
1154,cFqdd7LwJ4U,Growing Dome Hexagonal Greenhouse Build | Prototype Passive Home | Sustainable Food Production,94,DIY Growing Dome GREEN HOUSE season food production s,53,0.0975
1155,6ZtRTa_RkAo,Airborne Wind Turbine testing Charger Wind Turbine Generator with Fin,69,nan,0,0.021000000000000005
1156,hlrRK1I8hFE,Travel Hawaii #shorts #windturbine  #generator,46,nan,0,0.162
1157,2UeuhAQ7jEU,Kayak Kiting Shilshoe Beach | Kite Loop Kiteboating | 1.8m Foil Kite - 15m Lines - 10 to 20 MPH Wind,100,nan,0,0.0
1158,Qu_-oMVwE50,Bar Harbor ME Kitesailing - Chased off the Water,48,nan,0,0.0
1159,FuQfuTywQzo,Amazing! #shorts #offgrid  #charger,35,Reposter,8,0.2885
1160,Ir9AsWXYWQc,Don't take this when taking methylene blue!,43,nan,0,0.0
1161,aNyDinNEB_8,Which form of vitamin B3 is the best?,37,nan,0,0.258
1162,h2X1SAd8a4w,"""Comprehensive Strategies for Complex Chronic Illness"" with Dr. Todd Maderis ND",79,OVERCOMING CHRONIC PODCAST ILLNESS Hosted Rade by Dr. Bryan ND COMPREHENSIVE STRATEGIES FOR COMPLEX odc with Maderis Dr,119,-0.041499999999999995
1163,wviMvGJa_wI,"""I took methylene blue and it did nothing""...why?",49,nan,0,0.0
1164,zcnhHmYahnc,"Mold, MCAS and more with Dr. Lauren Tessier ND",46,OVERCOMING HRONIC LLNESS PODCAST Hosted Bryan Rade hy Dr ND MOLD MCAS AND MORE with Lauren Tessier,98,0.0
1165,xhCebFl9zXA,Low dose immunotherapy:a case example from my practice,54,nan,0,0.0
1166,et-OWRPkQpk,"Mold, Lymph and More with Bridgit Danner L.Ac",45,OVERCOMING HRONIC LLNESS PODCAST Hosted hy Rade Dr Bryan ND MOLD LYMPH AND MORE with Bridgit Danner LAG,103,-0.078
1167,rqz7_f6JoPQ,Biofilm on the tongue?,22,nan,0,0.1875
1168,DkUWLkhJNtE,Supplements that flare patients with mold illness?,50,nan,0,-0.0345
1169,Xu1IEiOGtAE,Can Borrelia be eradicated; is chelation dangerous?,51,nan,0,0.0
1170,L9sZJXwA7TI,Does Low Dose Immunotherapy require a prescription?,51,nan,0,0.0
1171,_KMVcRup4Q4,"Melatonin: good, neutral or dangerous?",38,nan,0,-0.010999999999999982
1172,4_Vo5R5IZJk,SIBO was treated but still symptomatic?,39,nan,0,0.0
1173,4n6ITy1HbVU,Best and worst herbs to treat yeast,35,nan,0,-0.2365
1174,I90SQ1BhdPM,Low stomach acid AND methyl sensitive?,38,nan,0,0.0
1175,G9Mdynx8lxg,Crucial test for specific chronic cases,39,nan,0,0.0
1176,hhigVMGghNA,A mandatory diet to treat yeast overgrowth?,43,nan,0,-0.262
1177,H1UNFlX3xxE,How does lead get into the hair?,32,nan,0,0.0
1178,KOCRUNmjLrQ,Importance of optimal blood pressure,36,nan,0,0.15200000000000002
1179,1wIotOyKxAU,Using a therapeutic trial to assess for chronic infections,58,nan,0,0.0
1180,VgRpkaRclA8,"Cyber Awareness Month - Uncle Sam Says ""Don't Pay The Ransom"" - Or Else!",72,Cybersecurity Month Awareness Uncle Sam Says on l Don Pay The Ransom t Else! Oi,79,0.0010000000000000009
1181,Sa0zFV1yPBA,Uncovering The eBay of The Dark Web & How Hackers Use It To Make It Easier Than Ever To Attack You,98,Web Uncovered The Dark criminals How use together work to the eBay of hack you,78,-0.1045
1182,tJVXl1at4i8,Universal Healthcare Systems Cyberattack Update [9/29/2020],59,IP FOLLOW VIDEU Xace solulon UNIVERSIAL HEALTHCARE SYSTEMS CYBER ATTACK,71,-0.1495
1183,H-LkrmYEq2g,Russian hackers leak stolen  employee data on the dark web,58,they' re working with 3rd party experts,39,-0.05099999999999999
1184,pYo8gL2GBoc,How do hackers get into your account?,37,token is the sent to device user,32,0.262
1185,5ltn5Mxhsv4,Biden Administration's Push for Stronger Cybersecurity Measures,63,Within,6,-0.1665
1186,60SK1oAFLhQ,Zero Trust Cybersecurity: What it means?,40,al ne all time the,18,0.02600000000000001
1187,i-FRp3DK2tM,A change to ransomware,22,"CHANGE a to RANSOMWARE BRYAN ORNN CEO, it Solutions xact",56,0.0875
1188,qUDyWOKx8Vw,The Evolution of Ransomware Attacks,35,THE EVOLUTION RANSOMW OF ARE HORNUNG BRYAN CEO Yaet 门 Solutions,63,0.362
1189,uWjc70ruDfA,Deep Fake Technology Used for Business Hacking,46,typically impersonating high individuals profile,48,0.0
1190,n3FVvwvMNbs,Quarterly cybersecurity reviews may not be enough!,50,So anotrer seec sne lranre aares tnet picgam WHY OUARTERLY a REVIEW IS NOT ENOUGH,81,0.0
1191,uNlK2LgWDYo,hack-proof your healthcare facility from persistent cyber criminals,67,utiult hon lleus a,18,0.0
1192,ldnU4RQpJ_A,Malicious Email and IP Addresses,32,You con,7,0.0
1193,eCTKFTAAJSg,🚨 Cybersecurity Alert: Kansas Fails Cybersecurity Audit 🚨,57,Kansas had security a audit basicall saying hat Kans curity,59,-0.0015000000000000013
1194,ebb7dei5T68,Enhance Your Network Security with Effective Application Controls!,66,B BOOM!,7,0.1805
1195,x45MiPsYy2A,"Security Squawk Live! - Ransomware, Cyber Attacks & How To Protect Your Business",80,EPISODE PODCAST NEW SECURITY SQUAWK cal,39,0.2855
1196,mmH2Hx1H1K4,What can an MSSP do for your business?,38,WHAT MSSP CAN DO for your BUSINESS,34,0.0
1197,JDE7j5kBgWk,Cracking the Code: Securing Cyber Insurance,43,will that lead to you a,23,0.063
1198,jO8l1LIsQu0,Biden Administration's Push for Stronger Cybersecurity Measures,63,Within,6,0.0
1199,P5tStUhvyrE,Technical Threats to your business,34,it in mentioned previous video the have where you LT,52,-0.206
1200,5kuHd7mBNuQ,"TYRO 129 running on 4S, 5S, 6S, and Crash (Build #5)",52,4S Tyro 5S CRASH,16,-0.3735
1201,MYsbskhberw,DJI Air Unit Vs Caddx Vista / Two Antennas better than One ???,62,VS,2,0.119
1202,K8zqrszmL4k,Toroidal 5inch Prop flight test,31,nan,0,0.0
1203,EiAyPolLC_U,ExpressLRS : PP Nano mini test range on 5 inch drone,52,PP 2.4gh RX The Game Changer Happymodel,39,0.0
1204,3yh4ZJZJr7E,TBS MAMBO - GIMBALS CALIBRATION,31,CALIBRATION IONS TBS MAMBO,26,0.0
1205,DCI1OeLFWUo,"My Most Expensive 5"" Drone Build",32,MOST EXPENSIVE BUILD,20,0.0
