,vidid,title,tmblink,views,channelName,meanVpV
146,EywIAz8fPnY,CompTIA or Cisco? - Should I get the CompTIA A+/Network+ OR the Cisco CCNA/CCENT - Microsoft MCSA?,https://i.ytimg.com/vi/EywIAz8fPnY/hqdefault.jpg,417575,NetworkChuck,502843.7711171662
147,Y_coOg6oHAc,the TOP 10 hottest IT Jobs in 2023,https://i.ytimg.com/vi/Y_coOg6oHAc/hqdefault.jpg,314545,NetworkChuck,502843.7711171662
148,iX0HbrfRyvc,learning Docker is HARD!! (this makes it easy),https://i.ytimg.com/vi/iX0HbrfRyvc/hqdefault.jpg,240181,NetworkChuck,502843.7711171662
149,799uhYUxtvA,build your own browser (crazy SECURE),https://i.ytimg.com/vi/799uhYUxtvA/hqdefault.jpg,198590,NetworkChuck,502843.7711171662
150,PbDtgXRsCuE,can my daughters decode this?!?,https://i.ytimg.com/vi/PbDtgXRsCuE/hqdefault.jpg,152335,NetworkChuck,502843.7711171662
151,RYAPpHEcddw,i quit my job...,https://i.ytimg.com/vi/RYAPpHEcddw/hqdefault.jpg,118679,NetworkChuck,502843.7711171662
152,sp-hvw5rhy8,How to grow as a HACKER // ft. NahamSec (a hacker),https://i.ytimg.com/vi/sp-hvw5rhy8/hqdefault.jpg,96277,NetworkChuck,502843.7711171662
153,KxnPtPi6D2c,WHY am I studying for the Linux+? // CompTIA Linux+ XK0-004,https://i.ytimg.com/vi/KxnPtPi6D2c/hqdefault.jpg,73972,NetworkChuck,502843.7711171662
154,6dJtq7LFpec,let's hack Santa's website,https://i.ytimg.com/vi/6dJtq7LFpec/hqdefault.jpg,66579,NetworkChuck,502843.7711171662
155,cJ4yAaGazPg,ask me anything.,https://i.ytimg.com/vi/cJ4yAaGazPg/hqdefault.jpg,52534,NetworkChuck,502843.7711171662
156,N-YNANU4fOo,you DO NOT need College / University!!,https://i.ytimg.com/vi/N-YNANU4fOo/hqdefault.jpg,35180,NetworkChuck,502843.7711171662
157,7UkkrNoZUwU,"Using Arduino, Raspberry Pi and Python to Monitor Cisco Router - #DEVNET CCNA",https://i.ytimg.com/vi/7UkkrNoZUwU/hqdefault.jpg,25787,NetworkChuck,502843.7711171662
158,8pbu-uJlJ9E,Add a Hunt Group Login/Logout Button to a Cisco Phone - NetworkChuck,https://i.ytimg.com/vi/8pbu-uJlJ9E/hqdefault.jpg,17036,NetworkChuck,502843.7711171662
159,epgVJT9Wa-k,WHO WON? - CCNA GiveAWAY - INE BUNDLE!!,https://i.ytimg.com/vi/epgVJT9Wa-k/hqdefault.jpg,1946,NetworkChuck,502843.7711171662
160,9mwXltguBWY,This turns your DESK into a wireless charger!,https://i.ytimg.com/vi/9mwXltguBWY/hqdefault.jpg,9553653,ShortCircuit,694284.7638691323
161,uWUHkCgslNE,This AI actually WORKS!!! - NVIDIA RTX Voice,https://i.ytimg.com/vi/uWUHkCgslNE/hqdefault.jpg,1768041,ShortCircuit,694284.7638691323
162,rdMtOPQLqyE,I FINALLY got one!! - Samsung Galaxy Z Fold2 First Impressions,https://i.ytimg.com/vi/rdMtOPQLqyE/hqdefault.jpg,1336302,ShortCircuit,694284.7638691323
163,7gan3O3PHx8,Is this what Millennials want? - Lenovo Thinkpad Z13 (2022),https://i.ytimg.com/vi/7gan3O3PHx8/hqdefault.jpg,1046650,ShortCircuit,694284.7638691323
164,z5ckEKYvUts,Samsung made an Apple iPad - Tab S8 Ultra,https://i.ytimg.com/vi/z5ckEKYvUts/hqdefault.jpg,870252,ShortCircuit,694284.7638691323
165,USUnKoFvuXc,This is an absolute MONSTER!!! - Ubiquiti Protect G4 PTZ Camera,https://i.ytimg.com/vi/USUnKoFvuXc/hqdefault.jpg,753895,ShortCircuit,694284.7638691323
166,BqD0CKKyRyE,It's so BIG! - Xiaomi Mi 11 Ultra,https://i.ytimg.com/vi/BqD0CKKyRyE/hqdefault.jpg,688148,ShortCircuit,694284.7638691323
167,uadSTqU28gI,I think I found some problems… - OneXPlayer OXP2,https://i.ytimg.com/vi/uadSTqU28gI/hqdefault.jpg,627087,ShortCircuit,694284.7638691323
168,nKXOpKFK0Bk,Everything is great EXCEPT... - Sony INZONE M9 Monitor,https://i.ytimg.com/vi/nKXOpKFK0Bk/hqdefault.jpg,572595,ShortCircuit,694284.7638691323
169,JWZjOkgq_zg,I have always wanted to try these! - UE Fits Earbuds,https://i.ytimg.com/vi/JWZjOkgq_zg/hqdefault.jpg,534659,ShortCircuit,694284.7638691323
170,IBOB-wS19yE,Are Glass Mousepads BETTER? ...Maybe - Skypad,https://i.ytimg.com/vi/IBOB-wS19yE/hqdefault.jpg,495864,ShortCircuit,694284.7638691323
171,QU9vHB8XKuQ,The Best Sound System... PERIOD - Volvo S90 Recharge,https://i.ytimg.com/vi/QU9vHB8XKuQ/hqdefault.jpg,463883,ShortCircuit,694284.7638691323
172,_s7o66tSnDo,This phone is SO CLOSE. - Sony Xperia 5 IV,https://i.ytimg.com/vi/_s7o66tSnDo/hqdefault.jpg,427589,ShortCircuit,694284.7638691323
173,2CrnPY-7q_I,You BROKE my ❤️ - OnePlus 10 Pro,https://i.ytimg.com/vi/2CrnPY-7q_I/hqdefault.jpg,386836,ShortCircuit,694284.7638691323
174,t8Us8iocRh4,The gaming keyboard you should actually buy - Wooting 60HE,https://i.ytimg.com/vi/t8Us8iocRh4/hqdefault.jpg,358479,ShortCircuit,694284.7638691323
175,FXwo3Aw3ouw,"It's a good first try, BUT... - Sony INZONE H3 and H9 Headphones",https://i.ytimg.com/vi/FXwo3Aw3ouw/hqdefault.jpg,321470,ShortCircuit,694284.7638691323
176,nkjy_5_cuXc,A BIG upgrade! - Prusa MK4,https://i.ytimg.com/vi/nkjy_5_cuXc/hqdefault.jpg,284155,ShortCircuit,694284.7638691323
177,oCF8B_DS4vI,I couldn’t NOT show you guys this stuff - Random Tech @ Computex 2023,https://i.ytimg.com/vi/oCF8B_DS4vI/hqdefault.jpg,246237,ShortCircuit,694284.7638691323
178,ic4R2j798l4,Take your retro gaming setup to the NEXT LEVEL!,https://i.ytimg.com/vi/ic4R2j798l4/hqdefault.jpg,201421,ShortCircuit,694284.7638691323
179,xd6kGOrXyDY,This Toothbrush tracks your teeth...,https://i.ytimg.com/vi/xd6kGOrXyDY/hqdefault.jpg,80307,ShortCircuit,694284.7638691323
180,jJL0XoNBaac,The Assassin's Teapot Is Weird,https://i.ytimg.com/vi/jJL0XoNBaac/hqdefault.jpg,42995818,Steve Mould,1825269.7376237623
181,3AXupc7oE-g,Pop-Pop Boats Are Weirder Than You Think,https://i.ytimg.com/vi/3AXupc7oE-g/hqdefault.jpg,7782993,Steve Mould,1825269.7376237623
182,TNuzi-jMXoY,The Band Should Slip Off But It Does The Opposite!,https://i.ytimg.com/vi/TNuzi-jMXoY/hqdefault.jpg,4383347,Steve Mould,1825269.7376237623
183,d_BvHJXIAQs,Peruvian Whistling Vessels are weird,https://i.ytimg.com/vi/d_BvHJXIAQs/hqdefault.jpg,2783125,Steve Mould,1825269.7376237623
184,w2iTCm0xpDc,A better description of entropy,https://i.ytimg.com/vi/w2iTCm0xpDc/hqdefault.jpg,2086457,Steve Mould,1825269.7376237623
185,BwfkZ38sae0,Why my dog doesn’t like our plasma lighter,https://i.ytimg.com/vi/BwfkZ38sae0/hqdefault.jpg,1672423,Steve Mould,1825269.7376237623
186,rZ2lzOAeWiU,This Rod Fountain Finally Proves Me Right,https://i.ytimg.com/vi/rZ2lzOAeWiU/hqdefault.jpg,1361024,Steve Mould,1825269.7376237623
187,wk67eGXtbIw,Caustic lenses are really weird,https://i.ytimg.com/vi/wk67eGXtbIw/hqdefault.jpg,1158331,Steve Mould,1825269.7376237623
188,qwPg2Dmh-6k,The Bizarre Way We Track Fake Virus Particles That Shouldn't Work,https://i.ytimg.com/vi/qwPg2Dmh-6k/hqdefault.jpg,882585,Steve Mould,1825269.7376237623
189,CqB95rj_txI,Interaural time difference and how to find your phone instantly,https://i.ytimg.com/vi/CqB95rj_txI/hqdefault.jpg,688553,Steve Mould,1825269.7376237623
190,8bXhsUs-ohw,How to film the inside of a microwave (2 ways),https://i.ytimg.com/vi/8bXhsUs-ohw/hqdefault.jpg,584614,Steve Mould,1825269.7376237623
191,3X6qEE2fHvE,12 magnets show how viruses are built,https://i.ytimg.com/vi/3X6qEE2fHvE/hqdefault.jpg,450257,Steve Mould,1825269.7376237623
192,BgBh4Pb9Z4Q,How ice water makes hot water boil,https://i.ytimg.com/vi/BgBh4Pb9Z4Q/hqdefault.jpg,334903,Steve Mould,1825269.7376237623
193,RKjovflET48,Shine a laser through the new £5 note,https://i.ytimg.com/vi/RKjovflET48/hqdefault.jpg,299495,Steve Mould,1825269.7376237623
194,w0VA9kbIL3g,Why a Watch Beep Is Exactly 2¹¹ Hz (2048 Hz),https://i.ytimg.com/vi/w0VA9kbIL3g/hqdefault.jpg,225045,Steve Mould,1825269.7376237623
195,gEu0Fnt0VbM,The Mad Hatterpillar,https://i.ytimg.com/vi/gEu0Fnt0VbM/hqdefault.jpg,159868,Steve Mould,1825269.7376237623
196,S7yZkHz4KLw,How an Ames Room works,https://i.ytimg.com/vi/S7yZkHz4KLw/hqdefault.jpg,100897,Steve Mould,1825269.7376237623
197,3wKNAPJ-0ug,What happens when you heat a plastic cup?,https://i.ytimg.com/vi/3wKNAPJ-0ug/hqdefault.jpg,60483,Steve Mould,1825269.7376237623
198,JuGiZdxR2pU,reaLD 3D glasses filter with a linear polarising filter,https://i.ytimg.com/vi/JuGiZdxR2pU/hqdefault.jpg,28733,Steve Mould,1825269.7376237623
199,0BvEUmpnp9Q,Steve Mould on Blue Peter,https://i.ytimg.com/vi/0BvEUmpnp9Q/hqdefault.jpg,10139,Steve Mould,1825269.7376237623
200,P8OopBgony4,iPhone X vs Samsung Galaxy Note 8,https://i.ytimg.com/vi/P8OopBgony4/hqdefault.jpg,4610575,SuperSaf,385324.02354048967
201,JMExFdJknt8,"Best Smartphones of 2020 YOUTUBER Edition ft. MKBHD, Linus Tech Tips, Austin Evans + More",https://i.ytimg.com/vi/JMExFdJknt8/hqdefault.jpg,1340041,SuperSaf,385324.02354048967
202,u9D8eHolaN0,Samsung Galaxy Note 20 Ultra vs iPhone 11 Pro Max,https://i.ytimg.com/vi/u9D8eHolaN0/hqdefault.jpg,900098,SuperSaf,385324.02354048967
203,Ld5GDwycs_s,Samsung Galaxy S21 Ultra ASMR Unboxing 😯 | #shorts,https://i.ytimg.com/vi/Ld5GDwycs_s/hqdefault.jpg,685020,SuperSaf,385324.02354048967
204,JZP54ioTBTU,Surprise Box from BLACKBERRY,https://i.ytimg.com/vi/JZP54ioTBTU/hqdefault.jpg,542691,SuperSaf,385324.02354048967
205,5mdwWF8F_Xs,Samsung Galaxy S22 Ultra UNBOXING - Truly NOTEworthy!,https://i.ytimg.com/vi/5mdwWF8F_Xs/hqdefault.jpg,448329,SuperSaf,385324.02354048967
206,kVqJQdLBdF8,BlackBerry Motion UNBOXING,https://i.ytimg.com/vi/kVqJQdLBdF8/hqdefault.jpg,372264,SuperSaf,385324.02354048967
207,R73EvY5otqQ,Samsung Galaxy S8 vs Galaxy S7 Camera Test Comparison,https://i.ytimg.com/vi/R73EvY5otqQ/hqdefault.jpg,317276,SuperSaf,385324.02354048967
208,YM0Wf5OZeVA,iPhone Battery Shutdown Issue - What can you do?,https://i.ytimg.com/vi/YM0Wf5OZeVA/hqdefault.jpg,272623,SuperSaf,385324.02354048967
209,y6IQm3qzS4A,NOW TV - Unboxing & Set up test #NOWTVBox - £10 Smart TV Box,https://i.ytimg.com/vi/y6IQm3qzS4A/hqdefault.jpg,230321,SuperSaf,385324.02354048967
210,-Bw2HZLQ8hs,Samsung Galaxy S4 vs HTC One,https://i.ytimg.com/vi/-Bw2HZLQ8hs/hqdefault.jpg,207202,SuperSaf,385324.02354048967
211,7GCoO77LNtY,The Secret Behind 2023 Flagship Smartphones!,https://i.ytimg.com/vi/7GCoO77LNtY/hqdefault.jpg,176561,SuperSaf,385324.02354048967
212,m6fPkz3heqM,Google Pixel vs Pixel XL - Which should you buy?,https://i.ytimg.com/vi/m6fPkz3heqM/hqdefault.jpg,151660,SuperSaf,385324.02354048967
213,_ZjWPwy2b_c,HUGE box from SAMSUNG #AD,https://i.ytimg.com/vi/_ZjWPwy2b_c/hqdefault.jpg,126666,SuperSaf,385324.02354048967
214,H1Q65JfGsyU,I QUIT MY JOB!,https://i.ytimg.com/vi/H1Q65JfGsyU/hqdefault.jpg,103437,SuperSaf,385324.02354048967
215,vcCudZxQdSs,LG G5 vs Samsung Galaxy S7 - Speed Test,https://i.ytimg.com/vi/vcCudZxQdSs/hqdefault.jpg,80750,SuperSaf,385324.02354048967
216,4pG1KZS2Y_I,OnePlus 5 vs Galaxy S8 SPEED Test,https://i.ytimg.com/vi/4pG1KZS2Y_I/hqdefault.jpg,62216,SuperSaf,385324.02354048967
217,sBZqRrMLOsI,Shaving my BEARD? Ask Saf v15,https://i.ytimg.com/vi/sBZqRrMLOsI/hqdefault.jpg,43169,SuperSaf,385324.02354048967
218,ztDTSLBRb_s,OnePlus 2 Review (Cinematic),https://i.ytimg.com/vi/ztDTSLBRb_s/hqdefault.jpg,19047,SuperSaf,385324.02354048967
219,sSZjK9tinqU,"20,000 Subscribers Giveaway! WIN a $50 Minisuit Gift Voucher [CLOSED]",https://i.ytimg.com/vi/sSZjK9tinqU/hqdefault.jpg,1784,SuperSaf,385324.02354048967
220,aFlromB6SnU,Demon Core - The True Story,https://i.ytimg.com/vi/aFlromB6SnU/hqdefault.jpg,12998901,Kyle Hill,825354.1078066914
221,uJ8cYheR5xo,SL-1: America's First Nuclear Disaster,https://i.ytimg.com/vi/uJ8cYheR5xo/hqdefault.jpg,3429352,Kyle Hill,825354.1078066914
222,oDqICb-Dme8,How DEAD SPACE Solves the Fermi Paradox,https://i.ytimg.com/vi/oDqICb-Dme8/hqdefault.jpg,1750784,Kyle Hill,825354.1078066914
223,bgV26ol51UM,Autism is my superpower,https://i.ytimg.com/vi/bgV26ol51UM/hqdefault.jpg,1125266,Kyle Hill,825354.1078066914
224,qTrfBMH2Nfc,Superintelligent A.I. Will Be Unstoppable,https://i.ytimg.com/vi/qTrfBMH2Nfc/hqdefault.jpg,724022,Kyle Hill,825354.1078066914
225,ghQM1Een2Og,Did Nuclear Fallout Kill Hollywood's Biggest Star?,https://i.ytimg.com/vi/ghQM1Een2Og/hqdefault.jpg,549490,Kyle Hill,825354.1078066914
226,FiyXFGW2swM,How Mandalorian Armor Really Works,https://i.ytimg.com/vi/FiyXFGW2swM/hqdefault.jpg,484795,Kyle Hill,825354.1078066914
227,uDCj-QOp5gE,"It takes 8,400,000,000,000 years to use a Magic: The Gathering computer",https://i.ytimg.com/vi/uDCj-QOp5gE/hqdefault.jpg,378512,Kyle Hill,825354.1078066914
228,b7vxFXtUO5A,Video Game Climbing Will DESTROY Your Body,https://i.ytimg.com/vi/b7vxFXtUO5A/hqdefault.jpg,323236,Kyle Hill,825354.1078066914
229,uJeMqniVe8o,What are SONIC BLACK HOLES?,https://i.ytimg.com/vi/uJeMqniVe8o/hqdefault.jpg,276997,Kyle Hill,825354.1078066914
230,xyrL7--OFHc,Will REAL LAVA Destroy the One Ring?,https://i.ytimg.com/vi/xyrL7--OFHc/hqdefault.jpg,205841,Kyle Hill,825354.1078066914
231,7aUqR-cTEGo,The Quantum Internet Will Change Everything | [OFFICE HOURS] Podcast #035,https://i.ytimg.com/vi/7aUqR-cTEGo/hqdefault.jpg,161812,Kyle Hill,825354.1078066914
232,I_n1xpKBBcs,This is the best UFO evidence? | [OFFICE HOURS] Podcast #053,https://i.ytimg.com/vi/I_n1xpKBBcs/hqdefault.jpg,122220,Kyle Hill,825354.1078066914
233,2F_zCTfPt-I,What Made MEGALODON So Huge? | [OFFICE HOURS] Podcast #025,https://i.ytimg.com/vi/2F_zCTfPt-I/hqdefault.jpg,101442,Kyle Hill,825354.1078066914
234,iyY8QeO_yb4,Why Moon Wobble Means Disaster | [OFFICE HOURS] Podcast 061,https://i.ytimg.com/vi/iyY8QeO_yb4/hqdefault.jpg,84218,Kyle Hill,825354.1078066914
235,_3R4usdMs9Q,"Giant ""Murder Hornets"" Explained  | Office Hours Podcast #004",https://i.ytimg.com/vi/_3R4usdMs9Q/hqdefault.jpg,70420,Kyle Hill,825354.1078066914
236,r4gaeXzLNDo,What Uranium Looks Like in a Cloud Chamber,https://i.ytimg.com/vi/r4gaeXzLNDo/hqdefault.jpg,63370,Kyle Hill,825354.1078066914
237,5RpGoOS68y4,"🔴 Nuclear batteries, Elon buys Twitter, Chernobyl anniversary | [OFFICE HOURS] Podcast 088",https://i.ytimg.com/vi/5RpGoOS68y4/hqdefault.jpg,52370,Kyle Hill,825354.1078066914
238,ZGJnFFKqfr0,🔴LIVE - Should we send this message to aliens? | [OFFICE HOURS] Podcast 085,https://i.ytimg.com/vi/ZGJnFFKqfr0/hqdefault.jpg,43948,Kyle Hill,825354.1078066914
239,XfXMjyXvA-o,Simple Graph Explains Wearing Masks | [OFFICE HOURS] #006 Highlight,https://i.ytimg.com/vi/XfXMjyXvA-o/hqdefault.jpg,27068,Kyle Hill,825354.1078066914
240,sHEwTKEDVM0,An Exploration Of Cosmic Phenomena | Secrets Of The Universe [Season 1 All Episodes] | Spark,https://i.ytimg.com/vi/sHEwTKEDVM0/hqdefault.jpg,23126429,Spark,533288.9543209877
241,kr3OAIvgbk8,How Modern Ships Have Advanced Since Historic Disasters At Sea | Built From Disaster | Spark,https://i.ytimg.com/vi/kr3OAIvgbk8/hqdefault.jpg,2786926,Spark,533288.9543209877
242,vBziplrKt_0,How The Apollo Program Came To An End (Space Documentary) | Spark,https://i.ytimg.com/vi/vBziplrKt_0/hqdefault.jpg,1226178,Spark,533288.9543209877
243,-IYuCz4reOo,London Underground Is At Its Breaking Point | The Tube | Spark,https://i.ytimg.com/vi/-IYuCz4reOo/hqdefault.jpg,632536,Spark,533288.9543209877
244,O4c6ipJ6Ff0,Houses Dragged Across The Ocean To Build A Floating City | Huge Moves | Spark,https://i.ytimg.com/vi/O4c6ipJ6Ff0/hqdefault.jpg,378360,Spark,533288.9543209877
245,RKCFCti5ge8,Engineering Marvels of the Sea | How Did They Build That? | Spark,https://i.ytimg.com/vi/RKCFCti5ge8/hqdefault.jpg,247263,Spark,533288.9543209877
246,vmDNZ8_40U8,How Did The Plane That Piloted D-Day End Up In A Scrap Yard? | That's All Brother | Spark,https://i.ytimg.com/vi/vmDNZ8_40U8/hqdefault.jpg,162549,Spark,533288.9543209877
247,fsXs_7AEiWs,Who Was Behind The Apollo Space Program? (Feature Documentary) | Spark,https://i.ytimg.com/vi/fsXs_7AEiWs/hqdefault.jpg,117250,Spark,533288.9543209877
248,YNDOAd0KBCU,The 100 Meter Meteorite That Just Disappeared | Fer de Dieu of Chinguetti | Spark,https://i.ytimg.com/vi/YNDOAd0KBCU/hqdefault.jpg,79356,Spark,533288.9543209877
249,5iwD0EbGGrI,HMCS Protecteur Boards Suspicious Somali Fishing Vessel | Warships | Spark,https://i.ytimg.com/vi/5iwD0EbGGrI/hqdefault.jpg,53889,Spark,533288.9543209877
250,7lnicbvVd_E,James May's Best Moments | James May's Toy Stories | Spark,https://i.ytimg.com/vi/7lnicbvVd_E/hqdefault.jpg,41904,Spark,533288.9543209877
251,3y91mfKT1LE,What Does The Existence Of Consciousness Say About God? [4K] | Science Vs God | Spark,https://i.ytimg.com/vi/3y91mfKT1LE/hqdefault.jpg,33680,Spark,533288.9543209877
252,ly48Ld2DSsk,Reconstucting The C-47 - The Aircraft The Won WWII | That's All Brother | Spark,https://i.ytimg.com/vi/ly48Ld2DSsk/hqdefault.jpg,25844,Spark,533288.9543209877
253,nEimjZssljg,The Beauty Of The Hubble Telescope | Hubble's Canvas | Spark,https://i.ytimg.com/vi/nEimjZssljg/hqdefault.jpg,21407,Spark,533288.9543209877
254,x8aKqooKcgs,Satisfying Montage Of Controlled Demolitions To Relax/Study To | Demolition and Destruction | Spark,https://i.ytimg.com/vi/x8aKqooKcgs/hqdefault.jpg,17296,Spark,533288.9543209877
255,mKE2tR9DqsI,Engineer Re-Invents Old Airplane Wreck [4K] | Restoration Workshop | Spark,https://i.ytimg.com/vi/mKE2tR9DqsI/hqdefault.jpg,13381,Spark,533288.9543209877
256,i7iyHjNqmgg,How Did The Moon Get Its Craters?,https://i.ytimg.com/vi/i7iyHjNqmgg/hqdefault.jpg,10885,Spark,533288.9543209877
257,nr7APKTZjWk,What Undiscovered Sea Creatures Could Benefit Mankind? | Ever Wondered | Spark,https://i.ytimg.com/vi/nr7APKTZjWk/hqdefault.jpg,8691,Spark,533288.9543209877
258,ChxajeCBJ9o,What Digging Up Dinosaurs Tells Us About Who We Are | Ever Wondered | Spark,https://i.ytimg.com/vi/ChxajeCBJ9o/hqdefault.jpg,6797,Spark,533288.9543209877
259,W8drBvXlOAE,The Secrets Of The Leopoldville Disaster That Took Over 750 Lives | Deep Wreck Mysteries | Spark,https://i.ytimg.com/vi/W8drBvXlOAE/hqdefault.jpg,2845,Spark,533288.9543209877
260,t705r8ICkRw,Starbase Tour with Elon Musk [PART 1 // Summer 2021],https://i.ytimg.com/vi/t705r8ICkRw/hqdefault.jpg,6441226,Everyday Astronaut,494061.01754385966
261,vIh4aLX3cZQ,[SLO MO 4K] Massive explosion of a SpaceX Starship Prototype (SN4) at Boca Chica Texas,https://i.ytimg.com/vi/vIh4aLX3cZQ/hqdefault.jpg,2045537,Everyday Astronaut,494061.01754385966
262,Ge1_6MUWAYg,What Exactly Caused SpaceX's Falcon 9 Landing Failure,https://i.ytimg.com/vi/Ge1_6MUWAYg/hqdefault.jpg,1207430,Everyday Astronaut,494061.01754385966
263,FaOAsUR-o-U,What it's like to wear Boeing's Space Suit,https://i.ytimg.com/vi/FaOAsUR-o-U/hqdefault.jpg,844651,Everyday Astronaut,494061.01754385966
264,6YRf8FsjEXQ,Watch SpaceX / NASA Bring Bob and Doug Home from DM-2!!! Crew Dragon re-entry and splashdown!,https://i.ytimg.com/vi/6YRf8FsjEXQ/hqdefault.jpg,611097,Everyday Astronaut,494061.01754385966
265,hEbhlxF29BM,[SCRUBBED][4K] Watch Firefly's Second Orbital Launch Attempt Of Their Alpha Rocket!,https://i.ytimg.com/vi/hEbhlxF29BM/hqdefault.jpg,494600,Everyday Astronaut,494061.01754385966
266,BntCkCRc55c,Watch Firefly Launch Their Alpha Rocket To Orbit For The First Time!,https://i.ytimg.com/vi/BntCkCRc55c/hqdefault.jpg,358950,Everyday Astronaut,494061.01754385966
267,4hhj_Y3B54M,Watch SpaceX launch 143 satellites for their first dedicated rideshare!,https://i.ytimg.com/vi/4hhj_Y3B54M/hqdefault.jpg,301775,Everyday Astronaut,494061.01754385966
268,nG2t5FgALSs,Watch China launch their first mission to Mars on their Long March 5!,https://i.ytimg.com/vi/nG2t5FgALSs/hqdefault.jpg,253227,Everyday Astronaut,494061.01754385966
269,7STa-tiQajQ,Best Space Moments of 2021!!!,https://i.ytimg.com/vi/7STa-tiQajQ/hqdefault.jpg,228766,Everyday Astronaut,494061.01754385966
270,0O9_k2_Wod4,"""27 Merlins"" Music composed to Falcon Heavy's sequence of events",https://i.ytimg.com/vi/0O9_k2_Wod4/hqdefault.jpg,206489,Everyday Astronaut,494061.01754385966
271,Ne-hI31F2kk,Falcon Heavy slo-mo launch and landing (Watch the sound ripple through the exhaust at 120 FPS),https://i.ytimg.com/vi/Ne-hI31F2kk/hqdefault.jpg,179076,Everyday Astronaut,494061.01754385966
272,StSJsyraODs,Watch SpaceX say goodbye to a Block 5 booster (Amos-17 mission),https://i.ytimg.com/vi/StSJsyraODs/hqdefault.jpg,151305,Everyday Astronaut,494061.01754385966
273,jKMd7U3nwdw,[4k Clean Audio] Starship Static Fire // A:B Comparison w/ Deluge,https://i.ytimg.com/vi/jKMd7U3nwdw/hqdefault.jpg,123114,Everyday Astronaut,494061.01754385966
274,SnGD__egREQ,Watch ULA launch the LAST Delta IV medium EVER! GPS III SV02,https://i.ytimg.com/vi/SnGD__egREQ/hqdefault.jpg,87920,Everyday Astronaut,494061.01754385966
275,IS--jXYsWVE,"Everyday Astronaut - ""Astronaut Beach House""",https://i.ytimg.com/vi/IS--jXYsWVE/hqdefault.jpg,71162,Everyday Astronaut,494061.01754385966
276,xZ3WFBuuvdU,Live INSIDE SpaceX for the BFR announcement!,https://i.ytimg.com/vi/xZ3WFBuuvdU/hqdefault.jpg,51386,Everyday Astronaut,494061.01754385966
277,JZ_Tp9qjviw,"LIVE Hosting SpaceX PAZ / Microsat 2a, 2b",https://i.ytimg.com/vi/JZ_Tp9qjviw/hqdefault.jpg,31594,Everyday Astronaut,494061.01754385966
278,RR4fHSIMfzo,To Eve and Back - all stock - no quicksave reverts!!! (Full livestream),https://i.ytimg.com/vi/RR4fHSIMfzo/hqdefault.jpg,6675,Everyday Astronaut,494061.01754385966
279,a4yXEbUZ0R0,"Behind The Scenes Photoshop ""Star Painting"" with @EverydayAstronaut",https://i.ytimg.com/vi/a4yXEbUZ0R0/hqdefault.jpg,1130,Everyday Astronaut,494061.01754385966
280,eoJxaz3VtuE,Wow! 3 Drill Machine Life Hacks You Should Know,https://i.ytimg.com/vi/eoJxaz3VtuE/hqdefault.jpg,24544634,Mr SunY,1024449.5440180587
281,MY5-WutC5Ws,10 Amazing DIY Tools for Summer Garden,https://i.ytimg.com/vi/MY5-WutC5Ws/hqdefault.jpg,4469703,Mr SunY,1024449.5440180587
282,xYkvtVU_3Fw,Best Incredible awesome craft Videos,https://i.ytimg.com/vi/xYkvtVU_3Fw/hqdefault.jpg,2671035,Mr SunY,1024449.5440180587
283,sDdlL9-LEjc,5 CLEVER IDEAS FOR WELDERS,https://i.ytimg.com/vi/sDdlL9-LEjc/hqdefault.jpg,1853248,Mr SunY,1024449.5440180587
284,anN2Z7UzO9k,CLEVER HANDYMAN'S CRAFTS AND TIPS,https://i.ytimg.com/vi/anN2Z7UzO9k/hqdefault.jpg,1270010,Mr SunY,1024449.5440180587
285,FdKTkEdXarA,Awesome Garden Inventions You Must Have !,https://i.ytimg.com/vi/FdKTkEdXarA/hqdefault.jpg,997255,Mr SunY,1024449.5440180587
